
Date and time: 2018-06-02T21:11:28,972
 Run time: 1.856

Objective value: 13697

Centres locked to locations (Function) Node:
( 22 ) 88
( 49 ) 87

Functions placed in locations (Functions, Nodes) 1:
( 22 88 ) 1
( 49 85 ) 1
( 49 86 ) 1
( 49 87 ) 1
( 49 88 ) 1

All functions placed in the building with fraction:
( 10 1 ) 0.949634
( 13 1 ) 0.0503663
( 10 2 ) 1
( 1 3 ) 0.242424
( 31 3 ) 0.757576
( 4 4 ) 0.735931
( 10 4 ) 0.152381
( 4 5 ) 1
( 13 6 ) 1
( 12 7 ) 1
( 2 8 ) 0.92381
( 12 9 ) 0.97013
( 2 10 ) 0.012987
( 14 10 ) 0.987013
( 2 11 ) 1
( 12 12 ) 1
( 8 13 ) 0.28381
( 45 13 ) 0.71619
( 5 14 ) 0.694048
( 8 14 ) 0.252381
( 1 15 ) 0.113333
( 5 15 ) 0.886667
( 8 16 ) 1
( 5 17 ) 1
( 7 18 ) 0.883117
( 6 19 ) 0.108571
( 44 19 ) 0.71619
( 16 20 ) 1
( 1 21 ) 0.615238
( 9 21 ) 0.384762
( 3 22 ) 0.645022
( 16 22 ) 0.34632
( 3 23 ) 1
( 6 24 ) 1
( 15 25 ) 0.841905
( 1 26 ) 1
( 18 27 ) 0.228571
( 24 27 ) 0.310476
( 18 28 ) 1
( 28 29 ) 0.998095
( 29 30 ) 0.65368
( 29 31 ) 1
( 24 32 ) 1
( 25 33 ) 0.310476
( 36 33 ) 0.666667
( 36 34 ) 1
( 37 35 ) 0.39619
( 43 35 ) 0.48
( 35 36 ) 0.982684
( 35 37 ) 1
( 25 38 ) 1
( 30 39 ) 0.08
( 32 39 ) 0.870476
( 32 40 ) 1
( 28 41 ) 1
( 30 42 ) 1
( 32 43 ) 0.168831
( 33 43 ) 0.831169
( 30 44 ) 1
( 11 45 ) 0.647619
( 55 45 ) 0.352381
( 11 46 ) 1
( 28 47 ) 0.691429
( 38 47 ) 0.308571
( 41 48 ) 0.151515
( 55 48 ) 0.337662
( 41 49 ) 1
( 55 50 ) 1
( 17 51 ) 0.952381
( 56 52 ) 0.432035
( 57 52 ) 0.567965
( 51 53 ) 1
( 47 54 ) 0.514286
( 54 54 ) 0.48381
( 27 55 ) 0.705628
( 56 55 ) 0.222944
( 27 56 ) 1
( 56 57 ) 1
( 40 58 ) 0.750476
( 42 58 ) 0.249524
( 46 59 ) 0.853333
( 52 59 ) 0.146667
( 51 60 ) 0.0571429
( 53 60 ) 0.942857
( 42 61 ) 0.674286
( 53 61 ) 0.321905
( 46 62 ) 1
( 53 63 ) 1
( 46 64 ) 1
( 52 65 ) 1
( 39 66 ) 0.445993
( 52 66 ) 0.464576
( 42 67 ) 1
( 23 68 ) 0.705628
( 34 68 ) 0.238095
( 23 69 ) 1
( 34 70 ) 1
( 48 71 ) 1
( 21 72 ) 0.0043956
( 48 72 ) 0.956777
( 50 73 ) 1
( 48 74 ) 1
